Position,Orientation,Success
"[-0.15402679215863346, -0.06569920823467745, 0.08735835736068806]","[-0.14566599210479375, 0.6860686273294377, 0.14618491047752644, 0.6976540899952531]",1
"[-0.03592784588467822, -0.005641406450777743, -0.044144401746019635]","[-0.0746987898004103, -0.07721333733395185, 0.01482164203569348, 0.9941018611125689]",0
"[-0.13841454004371723, -0.02583070815734017, 0.09387793301213183]","[-0.13012592460982728, 0.7105586692708787, 0.12966821527788489, 0.6792346981825087]",1
"[0.024042747195490183, -0.04215099980864236, -0.11218163774435658]","[-0.009015883814625938, 0.11574176691299334, 0.03706380467916717, 0.9925466395155466]",0
"[0.2154501132500157, 0.060020618549364156, 0.1394550884166687]","[0.07679940249060269, -0.7070832591418647, 0.07421532252463268, 0.6990187424675893]",0
"[-0.03982794291885458, 0.18233162062045685, 0.11413538397922594]","[0.6628700040535236, 0.2079102848227413, -0.018696083157265148, 0.7190459843887489]",1
"[-0.0014100438819369138, -0.16826027273513122, 0.15563723995949508]","[-0.7016075534937946, -0.10898469000226103, 0.09834473617505482, 0.6972786323215578]",0
"[-0.009995412927830367, -0.07186359627042951, -0.087157897587055]","[-0.0056798158750890095, -0.08619379205214255, 0.17312396214024955, 0.981104715938191]",0
"[-0.016108553138313775, -0.14546216755313923, 0.07887313864221404]","[-0.7080417801547724, -0.13737108416488653, -0.02818208577920262, 0.6921067784899657]",1
"[-0.02952231857303881, 0.05835590332110459, -0.0839773150926724]","[0.14415659091939134, 0.16380842693093564, -0.002606841715808883, 0.9758990116488389]",1
"[-0.05491769422877543, 0.13228735637328182, 0.08040160094692853]","[0.6798201738656421, -0.20978920010366175, -0.020288928944020235, 0.7024395931946451]",0
"[-0.17422262036844352, 0.02733700499884668, 0.04657248359662673]","[-0.06357528391452442, 0.6886751659324108, 0.05758574060976649, 0.7199781813232807]",0
"[0.05604516981467441, 0.038361685014832975, 0.3015664397802623]","[-0.9976157975836859, -0.020329911374277403, 0.06426365003429196, -0.014818852831796387]",0
"[0.07195152166311412, -0.1632298654622398, 0.023494375140669946]","[-0.7038820044219583, 0.011669276730210138, 0.061231374636390695, 0.7075766181776063]",0
"[0.04997697513786311, -0.04313911556310999, 0.23320228589671488]","[-0.9818311190594963, -0.14531767000267995, 0.12134664618361142, -0.012861566442667408]",0
"[-0.2040868662183163, 0.009602455140274694, 0.0646548341398278]","[0.055174005925641395, 0.7026762897184713, -0.056522304190929976, 0.7071117946029103]",0
"[0.13169205838293258, 0.0765908828197271, 0.028468003123659963]","[0.04032489596720971, -0.691154654901495, 0.043867075189215156, 0.7202463644389834]",0
"[0.03218512969625753, -0.0030016660132296917, 0.24930733021392681]","[-0.9946093882779207, 0.08326300627259438, 0.05206282056677405, 0.033300138896141016]",1
"[-0.08136612873481641, 0.0032549729024828385, -0.0704939071116355]","[0.12091077727545683, -0.045212421181198115, -0.051857166271276824, 0.9902763529519889]",0
"[-0.14607775017017813, -0.006432702580138354, 0.07950678734461197]","[-0.025606729679044204, 0.720192191810527, 0.016390732037268485, 0.6931081056758578]",1
"[0.020364175621083797, -0.06850617347997472, 0.3086709895418779]","[-0.9882578862470155, -0.1311098782853024, -0.07716527884267538, 0.014215126722134916]",0
"[-0.011105884385050422, 0.04573668857323328, 0.2663378470597969]","[-0.9977096048973932, 0.03002095616140591, 0.04015264943229445, 0.0454098142498915]",0
"[0.19275234131539506, -0.05735482722294403, 0.13047950384704915]","[0.0408529166601884, -0.7171726130008803, 0.042289252395390456, 0.6944106144736588]",0
"[0.05792434270258757, -0.05446141592448366, -0.08449684265759672]","[-0.08882535943963803, -0.003320876609435526, -0.0766219970169312, 0.9930901755994274]",0
"[0.03367031682843224, 0.17536488622644375, 0.1035797950201705]","[0.6703394194180801, 0.17729025542517346, 0.009975473575375982, 0.7204954670450434]",0
"[0.053543596194887896, 0.015263657312092829, 0.2349834420453423]","[-0.9950997190318862, -0.015405947262195322, 0.09699744136595118, 0.011432512413051913]",1
"[0.03127594173037179, -0.008196043261752509, -0.11170972715305472]","[0.14896337787003122, 0.1199926943380003, 0.0227628278961555, 0.9812713788882399]",0
"[0.030740304769525627, -0.055195950275086364, 0.29019998496825683]","[-0.9935903145338592, 0.11191743280509098, -0.009538601559097587, 0.01271967684816592]",0
"[-0.15734682789833138, 0.0570385318711958, 0.18673600779374444]","[-0.14562231562829928, 0.6936313393192514, 0.14565613189412394, 0.6902564722962584]",0
"[-0.006679814854882407, -0.07858316080114204, -0.06349166802737197]","[0.0806481760057182, -0.23394855091427785, 0.017138835566740944, 0.9687467200189513]",0
"[-0.01693456101850388, 0.0511670461632784, 0.25391329263841944]","[-0.9932722570850637, -0.06477116898152219, -0.09378778867785369, -0.020463862510010377]",0
"[0.14551170316664713, -0.06999160932121137, 0.11746699222195975]","[0.14545627399427052, -0.708273388690322, 0.15273271994180612, 0.6736942893390218]",0
"[-0.04335245645093497, 0.04079599357148343, -0.09282227606673377]","[0.14189553787291237, 0.05672493803715957, -0.185355400094843, 0.9707169069260709]",0
"[-0.00997515555499692, -0.04176369472932071, -0.11696738256746644]","[-0.07587685385753737, 0.10414676569636053, -0.1401224891667604, 0.9817137272511679]",0
"[-0.05487444887119132, 0.2048908869388725, 0.07989587095873871]","[0.6972799109744574, -0.1583454233930569, -0.02120569605591839, 0.6987687536636926]",0
"[0.05657707726744829, -0.06183520860279933, -0.03639868988532621]","[0.18002372724429958, 0.15247753206570008, -0.04160741290684517, 0.9708814979365004]",0
"[-0.006920856063516036, 0.12985255126730955, 0.11156436922648985]","[0.6895173707135247, 0.18282715338012664, 0.029506720248136876, 0.7001923885129183]",1
"[-0.04237288140097207, -0.20572836487379384, 0.031345320644515146]","[-0.6952038147331506, -0.15348718680117174, -0.03931553488113517, 0.7011331030448839]",0
"[0.021491478939041703, 0.16761705955792514, 0.06578530824699552]","[0.735126507436747, -0.05977748592082171, -0.09119108919355472, 0.6691037703469691]",0
"[-0.004868754733388853, -0.042736718675549235, 0.2956472465171554]","[-0.979042268964014, -0.12356776872067994, 0.1597083400621843, 0.02646673817774839]",0
"[0.07462446590195532, 0.14551748797116926, 0.16015824289243163]","[0.6960153298276003, 0.1197192974490377, -0.1111811502525486, 0.6991914632572439]",0
"[0.032217930008060544, 0.06215269675351743, -0.07845354566445312]","[0.06245395424484319, -0.0009018156579958577, -0.1662432097346285, 0.9841046110779231]",0
"[0.1725615260872167, -0.041113212960156964, 0.07725521182954564]","[-0.017458256237988037, -0.7087720309053571, -0.018665702639712622, 0.7049744740346207]",0
"[-0.027342413726518463, -0.07810423431113278, -0.029291131372505302]","[0.02904844671320705, -0.023384559688482836, 0.16591777854262799, 0.9854342397517986]",0
"[-0.07104856439499012, -0.17548688356049508, 0.09968857287037307]","[-0.7231744610353031, -0.004650273470714923, -0.13051591228771955, 0.6782054780836342]",0
"[0.06917399626587027, 0.06194573807442196, 0.31739517785702387]","[-0.9918197193029704, 0.033685217488180395, 0.12290070956784056, 0.007373337932873952]",0
"[0.0675729991817186, 0.06883137197370927, 0.26102906111571256]","[-0.9914369800544945, 0.12256740438501935, 0.03481885339934723, -0.028593590377879143]",0
"[0.04116600987159393, -0.21403813148979478, 0.12867741026740348]","[-0.7269760981066772, 0.06691620261678417, 0.014164519592871308, 0.6832476425086613]",0
"[-0.04386796043725274, -0.06852884418924952, 0.3046804959359113]","[-0.9948526617010945, 0.09842742961598495, -0.012065219790529172, -0.02084833510965013]",0
"[-0.04529521210719238, 0.17073241093057906, 0.08803106321676438]","[0.693499179948386, 0.10199880038996846, 0.011241739394332389, 0.7131120216524987]",1
"[0.04041261157021223, -0.1332021520568172, 0.159098932890461]","[-0.7023284985216934, 0.0051832985952332475, -0.10612466562484749, 0.7038788027252636]",0
"[0.03848389190172217, -0.2027999491577206, 0.07045722688749026]","[-0.6780527181746409, -0.07829202713127265, -0.054004719775417515, 0.7288335613194796]",0
"[0.06889888393956323, 0.16130667629786852, 0.14388498874776517]","[0.6793535845431672, 0.1990972951777357, -0.0806386907993162, 0.7016668552578437]",0
"[-0.03421972610309566, -0.14656046960501357, 0.07299622249599932]","[-0.7093914015706283, -0.13533633931652586, 0.07535332913314015, 0.6875825698973285]",0
"[-0.06016712056989904, -0.0032296927929232142, 0.28665668545492917]","[-0.9811428915795305, 0.17000838448927716, 0.08972486095938828, 0.02013019702144527]",0
"[0.1723215286121414, 0.022878178421989907, 0.05417043219014425]","[0.1127941667837787, -0.6812251180726372, 0.1114727979617673, 0.714691282835498]",0
