Position,Orientation,Success
"[-0.05219797221799933, 0.006516977855991492, 0.29186419828526566]","[-0.9952193270270973, 0.07706539230284042, 0.05028327492898429, 0.03272626901065051]",0
"[-0.005202699611446879, 0.18799035300445244, 0.0510202858479443]","[0.6685116641019906, -0.05811673067879728, 0.06512042170384998, 0.7385620700062441]",1
"[-0.029311956975311654, -0.17708567688563234, 0.06931974941365343]","[-0.6921197812157336, -0.012156679395849107, -0.1909422356527326, 0.6959622735751471]",1
"[-0.20724080159068534, 0.0713694361904128, 0.04195599523291263]","[-0.06779123273128658, 0.7190591924587348, 0.06948314717900105, 0.6881353927560085]",0
"[0.037508679778707754, 0.12555040936542522, 0.10959445699132375]","[0.708943547074477, 0.14611948373680397, -0.0010075782937405688, 0.6899616861246215]",0
"[-0.12249703551392072, 0.046452567981879356, 0.17189096112101893]","[0.050622337042148566, 0.7146550838696529, -0.049442942001028466, 0.6958885583036507]",0
"[-0.15056068540050482, 0.009228575892799809, 0.16206641473723277]","[0.05974578240669247, 0.7201752209194532, -0.06825751496037297, 0.6878364662546348]",1
"[-0.1355717998383012, 0.037805217228023685, 0.09550996362799134]","[0.05620496752499426, 0.6970156660697904, -0.05980036420838139, 0.7123440736886535]",1
"[0.16923530292330968, -0.023322329797294653, 0.11625049441265847]","[-0.05248262612784279, -0.6999017477847392, -0.05326122085590688, 0.7103142683034959]",1
"[0.14874999159073884, -0.03896498633122097, 0.059123978688982434]","[-0.0694044339702423, -0.6996971814591587, -0.07060431483430685, 0.7075464009732207]",1
"[-0.21982465375563867, -0.007527028218383507, 0.059883223325838085]","[0.044635051838327916, 0.712206132313183, -0.0431093869096398, 0.6992222236193311]",0
"[-0.06404678747023658, 0.013608717123694838, -0.039105605900864704]","[0.12550356346852148, -0.17536569450746478, -0.012926960464850392, 0.9763854886466501]",0
"[-0.21264024583197583, -0.047960361883879546, 0.06862662498777891]","[-0.1313350341542276, 0.6941398495716438, 0.13123430980893974, 0.6954843880126532]",0
"[-0.13608481296992722, -0.017323124867739348, 0.17991354242244384]","[-0.09373722206843182, 0.6914275363146144, 0.09373595346642075, 0.7101794605960786]",0
"[-0.05461780530495954, -8.61236664768273e-05, -0.04530979595856224]","[-0.09155908099591605, -0.13268665532544788, 0.10743386669587104, 0.9810551210163999]",0
"[0.1521572775800839, 0.04146097494855755, 0.09585998706850296]","[0.15382047634800394, -0.6801053435983381, 0.15395610511586297, 0.7000667827876231]",1
"[0.06127636342841296, 0.030100345179939383, -0.1017999303293905]","[-0.09702214324817324, -0.13006847551440048, 0.11119583416176923, 0.9804613107420196]",0
"[-0.07449247043387486, 0.0650188950044952, -0.07367096217532237]","[0.16471174257727444, 0.08098876446753772, -0.15441102858180683, 0.9708079604841978]",0
"[-0.18313687727154573, 0.029139815193513142, 0.07762367095202727]","[-0.05619390797411323, 0.6873105378197637, 0.0510395157673885, 0.7223859336523204]",1
"[-0.026461896316084615, 0.02789366671536994, 0.3086675846813651]","[-0.9849711275144251, -0.024405948613211426, 0.16878541460944335, 0.02734431294382338]",0
"[0.013482714263229984, 0.14860762144644646, 0.0645339508395229]","[0.7006534946983622, 0.04527670413181228, -0.03434561762086865, 0.7112348971895104]",1
"[0.04124430953781168, 0.155781396393376, 0.07874630937165773]","[0.7030150457659469, -0.02152361159434926, 0.042115403141509716, 0.7096005019649207]",1
"[0.06747150158318263, 0.030371822827145095, 0.25120299085441417]","[-0.9838900940897043, -0.1219709350737089, 0.12974580999036603, -0.015792356991336198]",1
"[0.2073257646780358, -0.009142850303785779, 0.049689082194435207]","[-0.20683738492769949, -0.6806985333257529, -0.20638556626561794, 0.6717684131913765]",0
"[0.01903149718692714, -0.0658408153487235, -0.03830100928734617]","[0.07003417110460902, -0.06419536616927073, -0.04148502090353508, 0.9946120665268028]",0
"[0.17395069255869755, -0.04647277365155952, 0.07774381263749695]","[0.16815398819294797, -0.6632207004321924, 0.1719210647837131, 0.708735272338461]",0
"[0.0013347002332872828, 0.20282778517675784, 0.04667209156497703]","[0.675909952244883, -0.18920697954171994, -0.030838501464276233, 0.7116146725415778]",0
"[0.06571604246976334, 0.13585676613389983, 0.06995695831549689]","[0.6975111095107711, -0.08412977494683133, 0.004361689991703908, 0.7116048121934427]",1
"[-0.059702927944325405, -0.17812963679315064, 0.15136440865289782]","[-0.7078298406242713, 0.12969737508974485, 0.06381390105066193, 0.6914356757134718]",0
"[-0.14830229933604805, -0.010826529655138762, 0.08223353630567046]","[-0.10057978713317367, 0.6943244235511734, 0.10063536227827113, 0.7054571745610766]",1
"[-0.030195367706874636, 0.2178929344564152, 0.061298218532998994]","[0.7324399439503809, 0.08079701273737332, -0.07031797271213172, 0.672353295487079]",0
"[-0.01647870025857164, 0.003109042438183247, 0.2501996793887034]","[-0.9925706287927274, 0.09825033107101269, -0.0575070660772808, 0.04293432954675659]",1
"[0.03430479450196066, -0.06457889171275036, -0.11850993472700397]","[0.11182545884159366, -0.03076876229888761, -0.06611604234585691, 0.9910484443083408]",0
"[-0.054415673074191824, 0.016839139078788576, 0.2677563366910771]","[-0.9908264852947982, -0.050972225242309585, -0.12444630684723099, -0.013335104209906816]",1
"[0.14889134146852248, -0.05453884564832903, 0.04932626511053071]","[0.1568113911917781, -0.6834620775404777, 0.15600359977198874, 0.6956670561516726]",0
"[-0.18563575967525459, 0.04610587354927898, 0.10489728131251327]","[-0.09662835815081944, 0.7119558432861709, 0.09575958788828362, 0.6889208509975732]",0
"[-0.19448771969456374, 0.04375164805107793, 0.09653343327708785]","[0.06563162183200283, 0.7509352837889754, -0.06577930559046014, 0.653805607755477]",1
"[0.17813209481357, -0.03249237058408588, 0.03215281726275798]","[0.1405266445234074, -0.6631399780707252, 0.14748638825682378, 0.7202398190480083]",0
"[0.02197573953887946, -0.13984179452600168, 0.16263683879218652]","[-0.6906316772763426, 0.15372278812767223, -0.04758355802337888, 0.705076588576416]",0
"[0.025192808417591278, -0.06420813976266916, 0.2831961826605276]","[-0.9975499137959343, 0.0529113658730031, 0.04307419292305899, 0.015465146336338513]",1
"[-0.04189675887065143, 0.025083218226850203, -0.09476642461860496]","[0.04178242017448586, 0.08363220131595772, 0.19604362338405498, 0.9761284659294907]",1
"[0.047576451027868435, 0.0011605482062937511, 0.25725969467439946]","[-0.9953575471986106, -0.09090594175812464, -0.030749233807021752, 0.007344903547040921]",1
"[0.04578883568978688, -0.19105799298689613, 0.054405258237660084]","[-0.6794824663445258, -0.08837484675150074, -0.08118387854386182, 0.723811192409032]",0
"[0.001093774666922479, -0.05086740715900866, 0.23524320974552512]","[-0.9846747053872426, 0.12756905937013524, 0.10245980793571485, 0.06036428927555218]",1
"[-0.0732958379996872, 0.013652446141616264, 0.24412154358928018]","[-0.9897105069489018, -0.07522703692611121, 0.10850676858748633, -0.05513879324909971]",0
"[0.07795763119289358, 0.2059507007421026, 0.057945475906655525]","[0.7116803767566962, 0.022404625169808456, 0.04619513061156201, 0.7006247811904943]",0
"[0.0064393819319675015, -0.04279628095587803, -0.04750799612668902]","[-0.08755261387249211, 0.10227582340435885, -0.046880087892068045, 0.989786064314045]",1
"[-0.18757071019466423, -0.060930618338781786, 0.13470859939787472]","[0.05581729237006523, 0.7075872942679313, -0.05692741856082182, 0.7021138938085926]",0
"[-0.15693987816300725, -0.00286070404757346, 0.09203864816032684]","[-0.10353845140902697, 0.6895689117174132, 0.10370866459829964, 0.7092383364990363]",1
"[-0.20335547856206834, -0.008242597243340671, 0.11470016458214419]","[0.15933942229736722, 0.6767374485554581, -0.15868845528697215, 0.701038763823531]",0
"[-0.14705229273209108, -0.05826410895365778, 0.028516684848077956]","[0.1703915485101688, 0.7079115037059478, -0.1676902738890652, 0.6646111608753656]",0
"[-0.05404809603116133, 0.05443884997064764, -0.017680244202406104]","[-0.058395682817437476, 0.11622741717205677, 0.11592675753919558, 0.9847040766708781]",0
"[0.056940920830225616, 0.02479523041515506, 0.26870220310349613]","[-0.9940452188537561, -0.08764424127793251, -0.06453525499277257, -0.005271689275901341]",0
"[-0.14894094145807327, -0.023577936003820757, 0.05780197781804213]","[0.029350710035201233, 0.7143219581848218, -0.033590628951842616, 0.6983941190488727]",1
"[0.01714078169595334, 0.060937246109479405, -0.06641339711798344]","[0.07482123989981733, -0.07931746483756476, 0.1079541474202746, 0.9881580966051725]",0
"[-0.06745875118184919, 0.14070878704018877, 0.13291326389159824]","[0.7057377442518245, 0.02296961217546198, 0.09458488629370082, 0.7017551799165168]",1
"[-0.14656535517566427, -0.05584142196703719, 0.15441064641060573]","[0.09298904247785493, 0.699813394376642, -0.09307270992544588, 0.7021052070005094]",0
"[0.14627202505437287, 0.039427984754379045, 0.10459549328076226]","[0.03005963340670103, -0.7128940283847273, 0.03165183051938566, 0.6999119118557867]",1
"[0.16417886754770541, -0.04202148290339788, 0.17638743887055858]","[0.01471002848753173, -0.7294621090345841, 0.01130566635435997, 0.6837695726288181]",0
"[0.014154137092694738, 0.06260481816629547, 0.2234366636824593]","[-0.9966600717148757, 0.06469440043866516, 0.04352250926676183, 0.02427194240898881]",0
"[-0.06898072871822135, -0.2022284100943745, 0.13033402844570463]","[-0.7093881943374601, -0.023849729779470905, 0.2290477917911946, 0.6661356387400855]",0
"[0.18074987849558072, -0.05815626055697537, 0.14570576184520767]","[-0.06397308239299006, -0.7246754422215785, -0.0711397695448652, 0.6824163548444622]",1
"[0.027232582805120167, 0.18965211526411094, 0.05197036852861263]","[0.6837406754766326, -0.20421794556558037, -0.03479106512599226, 0.6997022946904854]",0
"[0.009874737001923282, -0.1498972450400589, 0.1534815711672367]","[-0.6703546800199173, 0.16327066674095533, 0.043209979944700064, 0.7225650074495283]",0
"[-0.07572591936051457, 0.026375926222613543, 0.24516843321845075]","[-0.994514687942894, -0.10253933492222449, -0.0031678360261459273, -0.020400614561027257]",0
"[-0.07554550505982854, 0.20748041056075944, 0.037461234421454964]","[0.6818988614451764, 0.10503377198745362, 0.03197021071236972, 0.7231595640858707]",0
"[0.13778831690711998, -0.07517844137459041, 0.09025308228103548]","[0.05112555233969548, -0.6996258741178873, 0.050724879784455924, 0.7108704528488969]",0
"[0.19994917868378126, 0.0036919500132612092, 0.04016514584966859]","[0.030270408221930823, -0.6864651636209778, 0.03743387082428498, 0.7255673551339068]",0
"[0.054026642023073564, -0.03233120780677368, 0.276366528761971]","[-0.981103349090957, 0.12597613836224142, 0.14682371727462995, -0.0030044985446301964]",1
"[-0.16365880769458707, -0.02108303764105956, 0.12186406570335936]","[0.0874058832420684, 0.688607922517542, -0.08810464725295597, 0.7144346798365693]",1
"[-0.0463091153945732, 0.03395771327849983, -0.037354230131059485]","[-0.09331039391747385, 0.056184719695633704, -0.08834310958859028, 0.9901171358217711]",0
"[0.1617741859953688, -0.009344979618945936, 0.052902461972866015]","[0.029513597313424872, -0.6801788998709132, 0.012280726026726113, 0.7323488209263886]",1
"[0.20793532534006642, -0.025016540508385147, 0.0960269386275396]","[-0.08721910911451222, -0.6837140757596119, -0.08304289172860357, 0.7197442377308776]",1
"[-0.06708465083577343, -0.02972234237327405, -0.11292042630257343]","[-0.09236260953358327, 0.1555762212012212, 0.036471316846223, 0.9828199381394325]",0
